车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
A5 3.0T,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CHM,1765,2170,7.4,12.9,9.4
A5 SB 3.0T,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CHM,1800,2250,7.6,13.1,9.6
S5 Cabriolet 3.0T,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1945,2380,7.7,13.7,9.9
S5 3.0T,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1770,2175,7.4,13.4,9.6
S5 Sportback 3.0T,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1820,2275,8,14.5,9.8
XE (AHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1750,2220,6.6,12.2,8.7
XJ (KJSB),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,250,AT,306PS,2115,2410,8.3,18.9,12.1
XJ (KHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,2005,2335,7.8,16,10.8
XF (HHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1995,2315,7.7,15.8,10.6
XF (HHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1995,2315,7.7,15.8,10.6
TOUAREG 3.0,大众汽车股份公司,全时全轮驱动,213,AT,CJT,2202,2800,8.8,16.2,11.5
TOUAREG 3.0,大众汽车股份公司,全时全轮驱动,213,AT,CJT,2202,2800,8.6,15.8,11.2
F-TYPE (WHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1745,2025,7.2,13.2,9.5
F-TYPE (WHTB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1760,2025,7.1,14.3,9.9
TV7304VSPNG5,天津一汽丰田汽车有限公司,后轮驱动,167,AT,3GR,1595,1970,6.6,13.1,9.1
FV7301BFDWG,一汽-大众汽车有限公司,全时全轮驱动,228,DCT,CTT,2005,2475,7.2,12.6,9.2
Q5 3.0T quattro,德国奥迪汽车股份有限公司,全时全轮驱动,200,NULL,CTV,1995,2445,7,12.5,9
RANGE ROVER (RJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2520,3050,9.3,14.2,11.1
RANGE ROVER (SJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2445,3050,9.3,14.2,11.1
RANGE ROVER SPORT (XJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2410,2950,9.2,13.9,10.9
RANGE ROVER SPORT (YJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2415,3100,9.2,13.9,10.9
A8L 3.0 TFSI quattro,德国奥迪汽车股份有限公司,全时全轮驱动,213,AT,CGW,2070,2570,7.7,15.1,10.4
A8L 3.0 TFSI quattro,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CMD,2075,2575,7.8,14.6,10.3
A8L 3.0 TFSI quattro,德国奥迪汽车股份有限公司,全时全轮驱动,213,AT,CGW,2025,2525,7.5,13.7,9.8
A8L 3.0 TFSI quattro,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CMD,2075,2575,7.3,14.4,9.9
S5 3.0T 8FKCGWCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1945,2380,7.7,13.7,9.9
A5 3.0T 8TCCHMBQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CHM,1765,2170,7.4,12.9,9.4
A5 3.0T 8TSCHMBQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CHM,1800,2250,7.4,13.4,9.6
S5 3.0T 8TCCGWCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1770,2175,7.4,13.4,9.6
S5 3.0T 8TSCGWCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CGW,1820,2275,7.7,13.5,9.8
A7 3.0 TFSI,德国奥迪汽车股份有限公司,全时全轮驱动,228,AT,CTT,1925,2355,7.2,12.9,9.3
Q5 3.0T quattro,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CTV,1995,2445,7,12.5,9
TV7304VSPNG5Q,天津一汽丰田汽车有限公司,后轮驱动,167,AT,3GR,1595,1970,6.6,13.1,9.1
TV7303RoyalSln5Q,天津一汽丰田汽车有限公司,后轮驱动,167,AT,3GR,1715,2145,7.1,13.8,9.6
TV7303RoyalSlnG5Q,天津一汽丰田汽车有限公司,后轮驱动,167,AT,3GR,1740,2145,7.1,13.8,9.6
DISCOVERY (CJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2598,3240,9.7,14.8,11.6
DISCOVERY (BJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2598,3240,9.7,14.8,11.6
FV7303BDDBG,一汽-大众汽车有限公司,全时全轮驱动,200,DCT,CHM,1800,2215,7.3,12.3,9.1
FV7301BFDBG,一汽-大众汽车有限公司,全时全轮驱动,228,DCT,CTT,2005,2475,7.2,12.6,9.2
RANGE ROVER (TJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2560,3050,9.3,14.2,11.1
RANGE ROVER (UJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2485,3050,9.3,14.2,11.1
XJ (KJSB),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,250,AT,306PS,2075,2450,8.3,18.9,12.1
RANGE ROVER SPORT (EJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2335,2950,9.2,13.9,10.9
F-TYPE (VHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1740,2050,7.2,13.2,9.5
F-TYPE (VHTB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1750,2050,7.1,14.3,9.9
F-TYPE (WHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1745,2050,7.2,13.2,9.5
F-TYPE (WHTB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1760,2050,7.1,14.3,9.9
A8L 3.0T 4HGCREGQ5A0,德国奥迪汽车股份有限公司,前轮驱动,213,AT,CRE,2000,2500,6.2,11.4,8.1
A8L 3.0T 4HGCTDAQ5A0,德国奥迪汽车股份有限公司,前轮驱动,245,AT,CTD,2055,2555,6.2,11.4,8.1
Q7 3.0D 4LXCRCAQ4A0,德国奥迪汽车股份有限公司,全时全轮驱动,180,AT,CRC,2490,3035,6.9,10.5,8.2
Q7 3.0D 4LXCRCAQ4A0,德国奥迪汽车股份有限公司,全时全轮驱动,180,AT,CRC,2540,3085,6.9,10.5,8.2
Q7 3.0D 4LXCRCAQ4A0,德国奥迪汽车股份有限公司,全时全轮驱动,180,AT,CRC,2520,3165,6.9,10.5,8.2
Q7 3.0D 4LXCRCAQ4A0,德国奥迪汽车股份有限公司,全时全轮驱动,180,AT,CRC,2570,3215,6.9,10.5,8.2
Q7 3.0T 4LXCJTCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CJT,2425,2945,8.4,16,11.2
Q7 3.0T 4LXCJTCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CJT,2475,2995,8.4,16,11.2
Q7 3.0T 4LXCJTCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CJT,2455,3075,8.4,16,11.2
Q7 3.0T 4LXCJTCQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,200,AT,CJT,2505,3125,8.4,16,11.2
Q7 3.0T 4LXCNAAQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CNA,2455,2975,8.3,16.2,11.2
Q7 3.0T 4LXCNAAQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CNA,2505,3025,8.3,16.2,11.2
Q7 3.0T 4LXCNAAQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CNA,2485,3105,8.3,16.2,11.2
Q7 3.0T 4LXCNAAQ5A0,德国奥迪汽车股份有限公司,全时全轮驱动,245,AT,CNA,2535,3155,8.4,16,11.2
SQ5,德国奥迪汽车股份有限公司,全时全轮驱动,260,AT,CTX,2000,2450,7.3,11.4,8.8
RANGE ROVER SPORT (EJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2335,2950,8.7,14.2,10.7
RANGE ROVER SPORT (XJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2410,2950,8.7,14.2,10.7
RANGE ROVER SPORT (YJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2415,3100,8.7,14.2,10.7
RANGE ROVER (RJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2520,3050,8.7,14.2,10.7
RANGE ROVER (SJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2445,3050,8.7,14.2,10.7
RANGE ROVER (TJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2560,3100,8.7,14.2,10.7
RANGE ROVER (UJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2485,3100,8.7,14.2,10.7
F-TYPE (VJTB),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,280,AT,306PS,1820,2150,7.2,13.1,9.4
F-TYPE (WJTB),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,280,AT,306PS,1830,2150,7.2,13.1,9.4
XE (AHSB),英国捷豹路虎有限公司索利赫尔工厂,后轮驱动,250,AT,306PS,1750,2220,6.6,12.2,8.7
XF (HHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1920,2315,7.7,15.8,10.6
FV7301FCDBG,一汽-大众汽车有限公司,全时全轮驱动,200,DCT,CTD,1960,2460,6.8,11.8,8.6
FV7301FDDBG,一汽-大众汽车有限公司,全时全轮驱动,245,DCT,CRE,1970,2470,6.8,11.8,8.6
RANGE ROVER SPORT (EJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2335,3000,8.7,14.2,10.7
RANGE ROVER SPORT (XJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2410,3000,8.7,14.2,10.7
RANGE ROVER SPORT (XJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2410,3000,8.9,13.9,10.7
RANGE ROVER SPORT (YJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2415,3130,8.7,14.2,10.7
RANGE ROVER SPORT (YJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2415,3130,8.9,13.9,10.7
RANGE ROVER (SJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2445,3050,8.9,13.9,10.7
RANGE ROVER (RJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2520,3050,8.9,13.9,10.7
RANGE ROVER (UJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2485,3100,8.9,13.9,10.7
RANGE ROVER (TJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2560,3100,8.9,13.9,10.7
XJ (KHSC),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1955,2400,7.3,13,9.4
XJ (KJSC),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,250,AT,306PS,2050,2450,7.9,13.7,10
XF (CJTB),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,280,AT,306PS,1905,2370,6.8,12.5,8.9
XF (CHSB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1845,2330,6.7,12.2,8.7
F-TYPE (VHTC),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1750,2050,6.8,12.3,8.8
F-TYPE (VJTC),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,280,AT,306PS,1820,2150,7.1,12.6,9.1
F-TYPE (WJTC),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,280,AT,306PS,1830,2150,7.1,12.6,9.1
F-TYPE (WHSC),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1745,2050,6.8,11.7,8.6
F-TYPE (WHTC),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1760,2050,6.8,12.3,8.8
F-TYPE (VHSC),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,250,AT,306PS,1740,2050,6.8,11.7,8.6
TOUAREG CYJAAA8501,大众汽车股份公司,全时全轮驱动,235,AT,CYJ,2244,2820,8.3,13.5,10.2
TOUAREG CJTAAA8501,大众汽车股份公司,全时全轮驱动,213,AT,CJT,2212,2810,8.3,13.5,10.2
F-PACE (DJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,1995,2500,7.4,12.5,9.2
F-PACE (DJTB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,1995,2500,7.4,12.5,9.2
SVW73020DK,上汽大众汽车有限公司,全时全轮驱动,220,DCT,CRE,2025,2525,7.4,12,9.1
CJL7300J1A5,奇瑞捷豹路虎汽车有限公司,后轮驱动,250,AT,306PS,1915,2340,6.6,12.3,8.7
XE (AHTB),英国捷豹路虎有限公司布朗维奇堡工厂,后轮驱动,280,AT,306PS,1760,2230,6.6,12.2,8.7
F-TYPE (VJUC),英国捷豹路虎有限公司布朗维奇堡工厂,全时全轮驱动,294,AT,306PS,1820,2150,7.1,12.6,9.1
F-PACE (DJSB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306S,1995,2500,7.4,12.5,9.2
F-PACE (DJTB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306S,2000,2500,7.4,12.5,9.2
TOUAREG HYBRID,大众汽车股份公司,全时全轮驱动,245,AT,CGE,2322,2910,8.6,10.3,9.2
TOUAREG HYBRID,大众汽车股份公司,全时全轮驱动,245,AT,CGE,2322,2910,8.7,10.1,9.2
RANGE ROVER VELAR (FJ5TB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2065,2550,7.7,12.7,9.6
FV7301FCDBG,一汽-大众汽车有限公司,全时全轮驱动,200,DCT,CTD,1945,2460,6.8,11.8,8.6
XF (EJ5TB),英国捷豹路虎有限公司布朗维奇堡工厂,适时四轮驱动,280,AT,306PS,1970,2430,7.8,12.5,9.3
RANGE ROVER (SJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2460,3070,8.7,14.2,10.7
RANGE ROVER (UJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2545,3120,8.9,13.9,10.7
RANGE ROVER SPORT (XJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2380,3000,8.7,14.2,10.7
RANGE ROVER SPORT (XJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2380,3000,8.9,13.9,10.7
RANGE ROVER SPORT (YJSC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2385,3130,8.7,14.2,10.7
RANGE ROVER SPORT (YJTC),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2385,3130,8.9,13.9,10.7
XF (EJ5TB),英国捷豹路虎有限公司布朗维奇堡工厂,适时四轮驱动,280,AT,306PS,1970,2430,12.5,7.8,9.3
F-PACE (DJTB),英国捷豹路虎有限公司索利赫尔工厂,适时四轮驱动,280,AT,306PS,2049,2500,7.4,12.5,9.2
F-PACE (DJSB),英国捷豹路虎有限公司索利赫尔工厂,适时四轮驱动,250,AT,306PS,1995,2500,7.4,12.5,9.2
RANGE ROVER VELAR (FJ5TB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,280,AT,306PS,2074,2570,7.7,12.7,9.6
RANGE ROVER VELAR (FJ5HB),英国捷豹路虎有限公司索利赫尔工厂,全时全轮驱动,250,AT,306PS,2074,2570,7.7,12.7,9.6
CayenneA311,保时捷股份公司,全时全轮驱动,250,AT,DCB,2135,2830,7.4,11.4,8.9
CayenneA311,保时捷股份公司,全时全轮驱动,250,AT,DCB,2181,2830,7.4,11.4,8.9
CayenneA311,保时捷股份公司,全时全轮驱动,250,AT,DCB,2228,2830,7.4,11.4,8.9
CayenneA311,保时捷股份公司,全时全轮驱动,250,AT,DCB,2278,2830,7.4,11.4,8.9
630i EA11,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1595,1990,7.4,15.2,10.3
130i UD51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1485,1910,7.2,14.6,9.9
330i WL51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1775,2150,7.8,15.7,10.7
130i UD51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1460,1910,7.2,14.6,9.9
Z4 sDrive30i LM51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1505,1760,7.3,13.6,9.6
330i VH51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1555,2015,7,14.6,9.8
BMW7301EL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,190,AT,N52B30BF,1700,2160,7.1,14.7,9.9
630i EB11,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1795,2150,8,15.3,10.7
X5 xDrive30i FE417,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,2285,2890,9.3,16.8,12.1
X5 xDrive30i FE41,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,2185,2680,9.3,16.8,12.1
X1 xDrive28i VM31,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30AF,1720,2180,7.4,13.5,9.6
X5 3.0si FE417,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,2285,2890,9.3,16.8,12.1
730Li KB21,德国宝马汽车集团,后轮驱动,0,AT,N52B30AF,1935,2515,7.3,14.4,9.9
X3 xDrive30i PC91,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,1877,2300,8.7,14.7,10.9
BMW7301EL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,190,AT,N52B30BF,1670,2160,7.1,14.7,9.9
BMW7301FL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,190,AT,N52B30BF,1700,2160,7.1,14.7,9.9
BJ7300A (C 280),北京奔驰-戴姆勒?克莱斯勒汽车有限公司,后轮驱动,170,AT,272947,1635,2060,8,14.7,10.4
330i WB51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1561,1965,7.1,15.8,10.3
Z4 3.0si,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1405,1680,7.2,13.6,9.6
BMW7301FL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,190,AT,N52B30BF,1670,2160,7.1,14.7,9.9
X5 xDrive30i FE41,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,2210,2680,9.3,16.8,12.1
730Li HN21,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,2010,2415,8.1,16.6,11.1
X3 xDrive30i PC91,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,1875,2300,8.7,14.7,10.9
X3 3.0si,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,1877,2300,8.7,14.7,10.9
X3 3.0si PC91,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30BF,1877,2300,8.7,14.7,10.9
Z4 3.0si DU51,德国宝马汽车集团,后轮驱动,0,AT,N52B30BF,1405,1680,7.2,13.6,9.6
E300(212054/HF5E),戴姆勒股份公司,后轮驱动,170,AT,272952,1806,2260,7,14.4,9.7
R300(251154/CB5E) (6 seats),戴姆勒股份公司,后轮驱动,170,AT,272945,2297,2840,8.9,15.2,11.2
SL300(230454/SK5E),戴姆勒股份公司,后轮驱动,170,AT,272949,1815,2110,6.8,12.8,10
SLK280 (171454/WK5E),戴姆勒股份公司,后轮驱动,170,AT,272942,1510,1770,8.1,12.7,9.8
R300(251154/CB5E) (7 seats),戴姆勒股份公司,后轮驱动,170,AT,272945,2286,2950,8.9,15.2,11.2
R300(251154/CB54) (7 seats),戴姆勒股份公司,后轮驱动,170,AT,272945,2286,2950,8.9,15.2,11.2
S300 (221154/NG54),戴姆勒股份公司,后轮驱动,170,AT,272946,2039,2535,6.9,14.7,9.8
CLS300(219354/DJ5E),戴姆勒股份公司,后轮驱动,170,AT,272943,1780,2195,6.2,14.9,10.5
SLK300 (171454/WK54),戴姆勒股份公司,后轮驱动,170,AT,272942,1510,1770,8.1,12.7,9.8
SLK300 (171454/WK5E),戴姆勒股份公司,后轮驱动,170,AT,272942,1510,1770,8.1,12.7,9.8
CLS300(219354/DJ54),戴姆勒股份公司,后轮驱动,170,AT,272943,1780,2195,6.2,14.9,10.5
GLK300 4MATIC (204981/GG8B),戴姆勒股份公司,全时全轮驱动,170,AT,272948,1922,2480,8.8,15.5,11.3
SLK280 (171454/WK54),戴姆勒股份公司,后轮驱动,170,AT,272942,1510,1770,8.1,12.7,9.8
GLK300 4MATIC (204981/GG81),戴姆勒股份公司,全时全轮驱动,170,AT,272948,1922,2480,8.8,15.5,11.3
R300(251154/CB54) (6 seats),戴姆勒股份公司,后轮驱动,170,AT,272945,2297,2840,8.9,15.2,11.2
S300 (221154/NG5E),戴姆勒股份公司,后轮驱动,170,AT,272946,2039,2535,6.9,14.7,9.8
C280 (204054/GF5E),戴姆勒股份公司,后轮驱动,170,AT,272947,1610,2060,7.1,13.8,9.6
C280 (204054/GF54),戴姆勒股份公司,后轮驱动,170,AT,272947,1610,2060,7.2,14,9.6
Z4 sDrive30i LM51,德国宝马汽车集团,后轮驱动,0,AT,N52B30AF,1505,1760,7.1,13.3,9.4
X3 xDrive30i PC91,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30AF,1875,2300,8.5,14.5,10.7
130i UD51,德国宝马汽车集团,后轮驱动,0,AT,N52B30AF,1460,1910,7,14.4,9.7
BJ7301M,北京奔驰汽车有限公司,后轮驱动,170,AT,272947,1635,2060,7.3,14.9,10.1
BMW7301GL(BMW528Li),华晨宝马汽车有限公司,后轮驱动,211,AT,N52B30AF,1780,2260,6.1,11.6,8.1
X1 xDrive25i VL51,德国宝马汽车集团,全时全轮驱动,0,AT,N52B30AE,1695,2180,7.4,13.5,9.6
330i DX31,德国宝马汽车集团,后轮驱动,0,AT,N52B30AF,1770,2150,7.6,15.5,10.5
330i KG31,德国宝马汽车集团,后轮驱动,0,AT,N52B30AF,1565,1960,7.3,14.9,10.1
BJ7302L,北京奔驰汽车有限公司,后轮驱动,180,AT,272952,1845,2385,7.6,15.2,10.4
X1 xDrive25i VL51,德国宝马汽车集团,全时全轮驱动,178,AT,N52B30AE,1695,2180,7.4,13.5,9.6
X1 xDrive28i VM31,德国宝马汽车集团,全时全轮驱动,211,AT,N52B30AF,1720,2180,7.4,13.5,9.6
130i UD51,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1460,1910,7,14.4,9.7
Z4 sDrive30i LM51,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1505,1760,7.1,13.3,9.4
330i KG31,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1565,1960,6.8,13,9
330i DX31,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1770,2150,7,13.6,9.4
730Li KB21,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1925,2515,7.3,14.4,9.9
X3 xDrive28i WX51,德国宝马汽车集团,全时全轮驱动,211,AT,N52B30AF,1840,2305,7.3,13.1,9.4
BJ7301F,北京奔驰汽车有限公司,后轮驱动,180,AT,272947,1615,2060,7.7,15.1,10.4
BJ6453A3,北京奔驰汽车有限公司,全时全轮驱动,180,AT,272948,1880,2480,9.3,16,11.3
530i MU31,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1865,2395,6.7,12.5,8.8
730Li KB21V,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1912,2515,7.3,14.4,9.9
BMW7301LL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,211,AT,N52B30AF,1815,2295,6.8,12.6,8.9
BJ6453A3F,北京奔驰汽车有限公司,全时全轮驱动,180,AT,272948,1880,2480,9.3,16,11.3
FA6503,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2200,2940,9.9,16.5,12.3
FA6523,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2200,3100,9.9,16.5,12.3
330i DX31V,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1770,2150,7.2,13.9,9.6
330i KG31V,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1565,1960,6.8,12.9,9
530i MU31V,德国宝马汽车集团,后轮驱动,211,AT,N52B30A,1865,2395,6.7,12.5,8.8
730Li YE21,德国宝马汽车集团,后轮驱动,211,AT,N52B30AF,1910,2510,6.7,13.2,9.1
FA5033XQC,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2220,3100,9.9,16.5,12.3
FA6523,福建奔驰汽车工业有限公司,后轮驱动,165,AT,272939,2200,2940,9.9,16.5,12.3
R300(251154/CB5E),戴姆勒股份公司,后轮驱动,180,AT,272945,2297,2950,8.9,15.2,11.2
R300(251154/CB5E),戴姆勒股份公司,后轮驱动,180,AT,272945,2372,2950,8.9,15.2,11.2
R300(251154/CB5E),戴姆勒股份公司,后轮驱动,180,AT,272945,2293,2840,8.9,15.2,11.2
R300(251154/CB5EE),戴姆勒股份公司,后轮驱动,180,AT,272945,2297,2950,8.9,15.2,11.2
R300(251154/CB5EE),戴姆勒股份公司,后轮驱动,180,AT,272945,2297,2840,8.9,15.2,11.2
S300L(221154/NG5EB),戴姆勒股份公司,后轮驱动,180,AT,272946,2039,2535,6.9,14.7,9.8
S300L(221154/NG5E),戴姆勒股份公司,后轮驱动,180,AT,272946,2039,2535,8,15.5,10.8
BJ7301E,北京奔驰汽车有限公司,后轮驱动,180,AT,272947,1616,2060,7.2,14.3,9.9
BJ7302EL,北京奔驰汽车有限公司,后轮驱动,180,AT,272952,1848,2420,7.1,13.4,9.6
BJ7302ETXL,北京奔驰汽车有限公司,后轮驱动,245,AT,276820,1933,2450,6.7,11.6,8.5
BMW7301NL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,211,AT,N52B30AF,1865,2295,6.6,12.6,8.8
BMW7301PL(BMW530Li),华晨宝马汽车有限公司,后轮驱动,211,AT,N52B30AF,1790,2295,6.6,12.6,8.8
BJ6453E2A,北京奔驰汽车有限公司,全时全轮驱动,180,AT,272948,1900,2480,8.7,14.3,10.9
SY5030XSW-B5ZBV,沈阳华晨金杯汽车有限公司,后轮驱动,165,AT,272939,2250,3100,9.9,16.5,12.3
SY5030XSW-B5ZBV,沈阳华晨金杯汽车有限公司,后轮驱动,165,AT,272939,2280,3100,9.9,16.5,12.3
R 300 (251154/CB5EE),戴姆勒股份公司,后轮驱动,180,AT,272945,2336,2950,8.9,15.2,11.2
